month,division,line,day_type,reporting_category,subcategory,delays
2025-01-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Other - CE,10
2025-01-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Other - Sig,22
2025-01-01,B DIVISION,S Fkln,1,Planned ROW Work,Subways Maintenance,3
2025-01-01,B DIVISION,S Fkln,1,Police & Medical,"Public Conduct, Crime, Police Response",9
2025-01-01,B DIVISION,S Fkln,1,Police & Medical,Sick/Injured Customer,4
2025-01-01,B DIVISION,S Fkln,2,Infrastructure & Equipment,Braking,2
2025-01-01,B DIVISION,S Fkln,2,Infrastructure & Equipment,Other - Sig,1
2025-01-01,B DIVISION,S Fkln,2,Planned ROW Work,Work Equipment,3
2025-01-01,B DIVISION,S Rock,1,External Factors,External Agency or Utility,33
2025-01-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Braking,3
2025-01-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Door-Related,3
2025-01-01,B DIVISION,S Rock,1,Infrastructure & Equipment,"Fire, Smoke, Debris",3
2025-01-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - CE,1
2025-01-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - Sig,3
2025-01-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other Infrastructure,2
2025-01-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Propulsion,9
2025-01-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Service Delivery,10
2025-01-01,B DIVISION,S Rock,1,Operating Conditions,Other Operating Environment,2
2025-01-01,B DIVISION,S Rock,1,Planned ROW Work,Capital Work - Other Planned ROW,1
2025-01-01,B DIVISION,S Rock,1,Planned ROW Work,Subways Maintenance,21
2025-01-01,B DIVISION,S Rock,1,Planned ROW Work,Work Equipment,5
2025-01-01,B DIVISION,S Rock,1,Police & Medical,"Public Conduct, Crime, Police Response",15
2025-01-01,B DIVISION,S Rock,2,Crew Availability,Crew Availability,4
2025-01-01,B DIVISION,S Rock,2,External Factors,External Agency or Utility,3
2025-01-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Other - Sig,4
2025-01-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Service Delivery,2
2025-01-01,B DIVISION,S Rock,2,Planned ROW Work,Subways Maintenance,1
2025-01-01,B DIVISION,S Rock,2,Police & Medical,"Public Conduct, Crime, Police Response",3
2025-02-01,A DIVISION,1,1,Crew Availability,Crew Availability,31
2025-02-01,A DIVISION,1,1,External Factors,External Debris on Roadbed,72
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Braking,4
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Door-Related,21
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,"Fire, Smoke, Debris",67
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Other - CE,13
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Other - Sig,158
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Other Infrastructure,191
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Other Internal Disruptions,8
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Propulsion,6
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Rail and Roadbed,96
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Service Delivery,47
2025-02-01,A DIVISION,1,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,39
2025-02-01,A DIVISION,1,1,Operating Conditions,Other Operating Environment,166
2025-02-01,A DIVISION,1,1,Planned ROW Work,Capital Work - Other Planned ROW,18
2025-02-01,A DIVISION,1,1,Planned ROW Work,Subways Maintenance,330
2025-02-01,A DIVISION,1,1,Planned ROW Work,Work Equipment,5
2025-02-01,A DIVISION,1,1,Police & Medical,Persons on Roadbed,105
2025-02-01,A DIVISION,1,1,Police & Medical,"Public Conduct, Crime, Police Response",227
2025-02-01,A DIVISION,1,1,Police & Medical,Sick/Injured Customer,73
2025-02-01,A DIVISION,1,2,Crew Availability,Crew Availability,2
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Braking,1
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Door-Related,5
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Other - CE,2
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Other - Sig,24
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Other Infrastructure,3
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Other Internal Disruptions,10
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Propulsion,9
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Rail and Roadbed,30
2025-02-01,A DIVISION,1,2,Infrastructure & Equipment,Service Delivery,7
2025-02-01,A DIVISION,1,2,Operating Conditions,Other Operating Environment,16
2025-02-01,A DIVISION,1,2,Planned ROW Work,Subways Maintenance,87
2025-02-01,A DIVISION,1,2,Planned ROW Work,Work Equipment,15
2025-02-01,A DIVISION,1,2,Police & Medical,Persons on Roadbed,18
2025-02-01,A DIVISION,1,2,Police & Medical,"Public Conduct, Crime, Police Response",87
2025-02-01,A DIVISION,1,2,Police & Medical,Sick/Injured Customer,69
2025-02-01,A DIVISION,2,1,Crew Availability,Crew Availability,75
2025-02-01,A DIVISION,2,1,External Factors,External Debris on Roadbed,65
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Braking,4
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Door-Related,15
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,"Fire, Smoke, Debris",42
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Other - CE,28
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Other - Sig,168
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Other Infrastructure,14
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Other Internal Disruptions,10
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Propulsion,1
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Rail and Roadbed,111
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Service Delivery,66
2025-02-01,A DIVISION,2,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,32
2025-02-01,A DIVISION,2,1,Operating Conditions,Other Operating Environment,96
2025-02-01,A DIVISION,2,1,Planned ROW Work,Capital Work - Other Planned ROW,24
2025-02-01,A DIVISION,2,1,Planned ROW Work,Insufficient Supplement Schedule,5
2025-02-01,A DIVISION,2,1,Planned ROW Work,Subways Maintenance,331
2025-02-01,A DIVISION,2,1,Planned ROW Work,Work Equipment,20
2025-02-01,A DIVISION,2,1,Police & Medical,Persons on Roadbed,128
2025-02-01,A DIVISION,2,1,Police & Medical,"Public Conduct, Crime, Police Response",388
2025-02-01,A DIVISION,2,1,Police & Medical,Sick/Injured Customer,99
2025-02-01,A DIVISION,2,2,Crew Availability,Crew Availability,13
2025-02-01,A DIVISION,2,2,Infrastructure & Equipment,Door-Related,4
2025-02-01,A DIVISION,2,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-02-01,A DIVISION,2,2,Infrastructure & Equipment,Other - Sig,38
2025-02-01,A DIVISION,2,2,Infrastructure & Equipment,Other Infrastructure,10
2025-02-01,A DIVISION,2,2,Infrastructure & Equipment,Propulsion,2
2025-02-01,A DIVISION,2,2,Infrastructure & Equipment,Rail and Roadbed,27
2025-02-01,A DIVISION,2,2,Infrastructure & Equipment,Service Delivery,20
2025-02-01,A DIVISION,2,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,4
2025-02-01,A DIVISION,2,2,Operating Conditions,Other Operating Environment,101
2025-02-01,A DIVISION,2,2,Planned ROW Work,Capital Work - Other Planned ROW,18
2025-02-01,A DIVISION,2,2,Planned ROW Work,Subways Maintenance,146
2025-02-01,A DIVISION,2,2,Planned ROW Work,Work Equipment,3
2025-02-01,A DIVISION,2,2,Police & Medical,Persons on Roadbed,66
2025-02-01,A DIVISION,2,2,Police & Medical,"Public Conduct, Crime, Police Response",105
2025-02-01,A DIVISION,2,2,Police & Medical,Sick/Injured Customer,10
2025-02-01,A DIVISION,3,1,Crew Availability,Crew Availability,39
2025-02-01,A DIVISION,3,1,External Factors,External Debris on Roadbed,46
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Braking,1
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Door-Related,8
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,"Fire, Smoke, Debris",24
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Other - CE,2
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Other - Sig,135
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Other Infrastructure,10
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Other Internal Disruptions,5
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Rail and Roadbed,61
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Service Delivery,44
2025-02-01,A DIVISION,3,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2025-02-01,A DIVISION,3,1,Operating Conditions,Other Operating Environment,96
2025-02-01,A DIVISION,3,1,Planned ROW Work,Capital Work - Other Planned ROW,30
2025-02-01,A DIVISION,3,1,Planned ROW Work,Subways Maintenance,205
2025-02-01,A DIVISION,3,1,Planned ROW Work,Work Equipment,19
2025-02-01,A DIVISION,3,1,Police & Medical,Persons on Roadbed,84
2025-02-01,A DIVISION,3,1,Police & Medical,"Public Conduct, Crime, Police Response",217
2025-02-01,A DIVISION,3,1,Police & Medical,Sick/Injured Customer,72
2025-02-01,A DIVISION,3,2,Crew Availability,Crew Availability,3
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,Door-Related,8
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,"Fire, Smoke, Debris",2
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,Other - CE,1
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,Other - Sig,21
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,Other Infrastructure,97
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,Other Internal Disruptions,8
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,Rail and Roadbed,32
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,Service Delivery,18
2025-02-01,A DIVISION,3,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,6
2025-02-01,A DIVISION,3,2,Operating Conditions,Other Operating Environment,34
2025-02-01,A DIVISION,3,2,Planned ROW Work,Capital Work - Other Planned ROW,2
2025-02-01,A DIVISION,3,2,Planned ROW Work,Subways Maintenance,234
2025-02-01,A DIVISION,3,2,Planned ROW Work,Work Equipment,7
2025-02-01,A DIVISION,3,2,Police & Medical,Persons on Roadbed,52
2025-02-01,A DIVISION,3,2,Police & Medical,"Public Conduct, Crime, Police Response",107
2025-02-01,A DIVISION,3,2,Police & Medical,Sick/Injured Customer,5
2025-02-01,A DIVISION,4,1,Crew Availability,Crew Availability,24
2025-02-01,A DIVISION,4,1,External Factors,External Debris on Roadbed,28
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Braking,6
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Door-Related,33
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,"Fire, Smoke, Debris",29
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Other - CE,24
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Other - Sig,439
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Other Infrastructure,12
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Propulsion,5
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Rail and Roadbed,78
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Service Delivery,38
2025-02-01,A DIVISION,4,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,36
2025-02-01,A DIVISION,4,1,Operating Conditions,Other Operating Environment,66
2025-02-01,A DIVISION,4,1,Planned ROW Work,Capital Work - Other Planned ROW,5
2025-02-01,A DIVISION,4,1,Planned ROW Work,Subways Maintenance,91
2025-02-01,A DIVISION,4,1,Planned ROW Work,Work Equipment,4
2025-02-01,A DIVISION,4,1,Police & Medical,Persons on Roadbed,62
2025-02-01,A DIVISION,4,1,Police & Medical,"Public Conduct, Crime, Police Response",227
2025-02-01,A DIVISION,4,1,Police & Medical,Sick/Injured Customer,76
2025-02-01,A DIVISION,4,2,Crew Availability,Crew Availability,4
2025-02-01,A DIVISION,4,2,External Factors,External Debris on Roadbed,1
2025-02-01,A DIVISION,4,2,Infrastructure & Equipment,Braking,4
2025-02-01,A DIVISION,4,2,Infrastructure & Equipment,Door-Related,15
2025-02-01,A DIVISION,4,2,Infrastructure & Equipment,Other - CE,12
2025-02-01,A DIVISION,4,2,Infrastructure & Equipment,Other - Sig,97
2025-02-01,A DIVISION,4,2,Infrastructure & Equipment,Other Infrastructure,23
2025-02-01,A DIVISION,4,2,Infrastructure & Equipment,Rail and Roadbed,21
2025-02-01,A DIVISION,4,2,Infrastructure & Equipment,Service Delivery,46
2025-02-01,A DIVISION,4,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,33
2025-02-01,A DIVISION,4,2,Operating Conditions,Other Operating Environment,76
2025-02-01,A DIVISION,4,2,Planned ROW Work,Capital Work - Other Planned ROW,45
2025-02-01,A DIVISION,4,2,Planned ROW Work,Subways Maintenance,71
2025-02-01,A DIVISION,4,2,Planned ROW Work,Work Equipment,6
2025-02-01,A DIVISION,4,2,Police & Medical,Persons on Roadbed,32
2025-02-01,A DIVISION,4,2,Police & Medical,"Public Conduct, Crime, Police Response",124
2025-02-01,A DIVISION,4,2,Police & Medical,Sick/Injured Customer,19
2025-02-01,A DIVISION,5,1,Crew Availability,Crew Availability,37
2025-02-01,A DIVISION,5,1,External Factors,External Debris on Roadbed,51
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Braking,1
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Door-Related,25
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,"Fire, Smoke, Debris",6
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Other - CE,15
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Other - Sig,188
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Other Infrastructure,1
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Propulsion,2
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Rail and Roadbed,33
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Service Delivery,32
2025-02-01,A DIVISION,5,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,39
2025-02-01,A DIVISION,5,1,Operating Conditions,Other Operating Environment,99
2025-02-01,A DIVISION,5,1,Planned ROW Work,Capital Work - Other Planned ROW,7
2025-02-01,A DIVISION,5,1,Planned ROW Work,Subways Maintenance,89
2025-02-01,A DIVISION,5,1,Planned ROW Work,Work Equipment,12
2025-02-01,A DIVISION,5,1,Police & Medical,Persons on Roadbed,88
2025-02-01,A DIVISION,5,1,Police & Medical,"Public Conduct, Crime, Police Response",353
2025-02-01,A DIVISION,5,1,Police & Medical,Sick/Injured Customer,81
2025-02-01,A DIVISION,5,2,Crew Availability,Crew Availability,4
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,Braking,6
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,Door-Related,1
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,"Fire, Smoke, Debris",3
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,Other - CE,1
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,Other - Sig,22
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,Other Infrastructure,1
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,Propulsion,2
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,Service Delivery,5
2025-02-01,A DIVISION,5,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,6
2025-02-01,A DIVISION,5,2,Operating Conditions,Other Operating Environment,57
2025-02-01,A DIVISION,5,2,Planned ROW Work,Capital Work - Other Planned ROW,24
2025-02-01,A DIVISION,5,2,Planned ROW Work,Subways Maintenance,38
2025-02-01,A DIVISION,5,2,Planned ROW Work,Work Equipment,1
2025-02-01,A DIVISION,5,2,Police & Medical,Persons on Roadbed,8
2025-02-01,A DIVISION,5,2,Police & Medical,"Public Conduct, Crime, Police Response",77
2025-02-01,A DIVISION,5,2,Police & Medical,Sick/Injured Customer,17
2025-02-01,A DIVISION,6,1,Crew Availability,Crew Availability,46
2025-02-01,A DIVISION,6,1,External Factors,External Debris on Roadbed,1
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Braking,84
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Door-Related,87
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,"Fire, Smoke, Debris",18
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Other - CE,70
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Other - Sig,77
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Other Infrastructure,11
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Other Internal Disruptions,3
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Propulsion,29
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Rail and Roadbed,86
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Service Delivery,51
2025-02-01,A DIVISION,6,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,28
2025-02-01,A DIVISION,6,1,Operating Conditions,Other Operating Environment,127
2025-02-01,A DIVISION,6,1,Operating Conditions,Service Management,76
2025-02-01,A DIVISION,6,1,Planned ROW Work,Capital Work - Other Planned ROW,19
2025-02-01,A DIVISION,6,1,Planned ROW Work,Subways Maintenance,89
2025-02-01,A DIVISION,6,1,Planned ROW Work,Work Equipment,29
2025-02-01,A DIVISION,6,1,Police & Medical,Persons on Roadbed,157
2025-02-01,A DIVISION,6,1,Police & Medical,"Public Conduct, Crime, Police Response",545
2025-02-01,A DIVISION,6,1,Police & Medical,Sick/Injured Customer,88
2025-02-01,A DIVISION,6,2,Crew Availability,Crew Availability,5
2025-02-01,A DIVISION,6,2,Infrastructure & Equipment,Braking,7
2025-02-01,A DIVISION,6,2,Infrastructure & Equipment,Door-Related,21
2025-02-01,A DIVISION,6,2,Infrastructure & Equipment,Other - CE,27
2025-02-01,A DIVISION,6,2,Infrastructure & Equipment,Other - Sig,7
2025-02-01,A DIVISION,6,2,Infrastructure & Equipment,Propulsion,10
2025-02-01,A DIVISION,6,2,Infrastructure & Equipment,Service Delivery,10
2025-02-01,A DIVISION,6,2,Operating Conditions,Other Operating Environment,45
2025-02-01,A DIVISION,6,2,Operating Conditions,Service Management,1
2025-02-01,A DIVISION,6,2,Planned ROW Work,Capital Work - Other Planned ROW,39
2025-02-01,A DIVISION,6,2,Planned ROW Work,Subways Maintenance,72
2025-02-01,A DIVISION,6,2,Planned ROW Work,Work Equipment,4
2025-02-01,A DIVISION,6,2,Police & Medical,Persons on Roadbed,72
2025-02-01,A DIVISION,6,2,Police & Medical,"Public Conduct, Crime, Police Response",112
2025-02-01,A DIVISION,6,2,Police & Medical,Sick/Injured Customer,13
2025-02-01,A DIVISION,7,1,Crew Availability,Crew Availability,62
2025-02-01,A DIVISION,7,1,External Factors,External Debris on Roadbed,40
2025-02-01,A DIVISION,7,1,External Factors,Inclement Weather,1
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,Braking,2
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,Door-Related,14
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,"Fire, Smoke, Debris",8
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,Other - CE,67
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,Other - Sig,154
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,Other Infrastructure,60
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,Other Internal Disruptions,69
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,Rail and Roadbed,181
2025-02-01,A DIVISION,7,1,Infrastructure & Equipment,Service Delivery,2
2025-02-01,A DIVISION,7,1,Operating Conditions,Other Operating Environment,15
2025-02-01,A DIVISION,7,1,Planned ROW Work,Capital Work - Other Planned ROW,4
2025-02-01,A DIVISION,7,1,Planned ROW Work,Subways Maintenance,88
2025-02-01,A DIVISION,7,1,Planned ROW Work,Work Equipment,23
2025-02-01,A DIVISION,7,1,Police & Medical,Persons on Roadbed,152
2025-02-01,A DIVISION,7,1,Police & Medical,"Public Conduct, Crime, Police Response",189
2025-02-01,A DIVISION,7,1,Police & Medical,Sick/Injured Customer,16
2025-02-01,A DIVISION,7,2,Crew Availability,Crew Availability,2
2025-02-01,A DIVISION,7,2,Infrastructure & Equipment,Door-Related,1
2025-02-01,A DIVISION,7,2,Infrastructure & Equipment,Other - CE,4
2025-02-01,A DIVISION,7,2,Infrastructure & Equipment,Other - Sig,6
2025-02-01,A DIVISION,7,2,Infrastructure & Equipment,Other Infrastructure,8
2025-02-01,A DIVISION,7,2,Infrastructure & Equipment,Rail and Roadbed,5
2025-02-01,A DIVISION,7,2,Infrastructure & Equipment,Service Delivery,1
2025-02-01,A DIVISION,7,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,14
2025-02-01,A DIVISION,7,2,Operating Conditions,Other Operating Environment,28
2025-02-01,A DIVISION,7,2,Planned ROW Work,Subways Maintenance,40
2025-02-01,A DIVISION,7,2,Planned ROW Work,Work Equipment,10
2025-02-01,A DIVISION,7,2,Police & Medical,"Public Conduct, Crime, Police Response",11
2025-02-01,A DIVISION,GS,1,Infrastructure & Equipment,Braking,3
2025-02-01,A DIVISION,GS,1,Police & Medical,"Public Conduct, Crime, Police Response",14
2025-02-01,A DIVISION,GS,2,Infrastructure & Equipment,Braking,32
2025-02-01,A DIVISION,GS,2,Infrastructure & Equipment,Service Delivery,1
2025-02-01,B DIVISION,A,1,Crew Availability,Crew Availability,41
2025-02-01,B DIVISION,A,1,External Factors,External Debris on Roadbed,17
2025-02-01,B DIVISION,A,1,External Factors,Inclement Weather,4
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Braking,13
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Door-Related,10
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,"Fire, Smoke, Debris",28
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Other - CE,24
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Other - Sig,68
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Other Infrastructure,23
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Other Internal Disruptions,2
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Propulsion,9
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Rail and Roadbed,107
2025-02-01,B DIVISION,A,1,Infrastructure & Equipment,Service Delivery,47
2025-02-01,B DIVISION,A,1,Operating Conditions,Other Operating Environment,69
2025-02-01,B DIVISION,A,1,Planned ROW Work,Capital Work - Other Planned ROW,5
2025-02-01,B DIVISION,A,1,Planned ROW Work,Subways Maintenance,420
2025-02-01,B DIVISION,A,1,Planned ROW Work,Work Equipment,30
2025-02-01,B DIVISION,A,1,Police & Medical,Persons on Roadbed,70
2025-02-01,B DIVISION,A,1,Police & Medical,"Public Conduct, Crime, Police Response",162
2025-02-01,B DIVISION,A,1,Police & Medical,Sick/Injured Customer,43
2025-02-01,B DIVISION,A,2,Crew Availability,Crew Availability,8
2025-02-01,B DIVISION,A,2,External Factors,External Debris on Roadbed,7
2025-02-01,B DIVISION,A,2,Infrastructure & Equipment,Braking,1
2025-02-01,B DIVISION,A,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-02-01,B DIVISION,A,2,Infrastructure & Equipment,Other - CE,10
2025-02-01,B DIVISION,A,2,Infrastructure & Equipment,Other - Sig,59
2025-02-01,B DIVISION,A,2,Infrastructure & Equipment,Propulsion,9
2025-02-01,B DIVISION,A,2,Infrastructure & Equipment,Rail and Roadbed,15
2025-02-01,B DIVISION,A,2,Infrastructure & Equipment,Service Delivery,11
2025-02-01,B DIVISION,A,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,2
2025-02-01,B DIVISION,A,2,Operating Conditions,Other Operating Environment,14
2025-02-01,B DIVISION,A,2,Planned ROW Work,Capital Work - Other Planned ROW,26
2025-02-01,B DIVISION,A,2,Planned ROW Work,Subways Maintenance,101
2025-02-01,B DIVISION,A,2,Police & Medical,Persons on Roadbed,40
2025-02-01,B DIVISION,A,2,Police & Medical,"Public Conduct, Crime, Police Response",30
2025-02-01,B DIVISION,A,2,Police & Medical,Sick/Injured Customer,14
2025-02-01,B DIVISION,B,1,Crew Availability,Crew Availability,76
2025-02-01,B DIVISION,B,1,External Factors,External Debris on Roadbed,35
2025-02-01,B DIVISION,B,1,External Factors,Inclement Weather,10
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Braking,51
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Door-Related,27
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,"Fire, Smoke, Debris",12
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Other - CE,219
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Other - Sig,135
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Other Internal Disruptions,1
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Propulsion,17
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Rail and Roadbed,40
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Service Delivery,103
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Signal Modernization Capital Project,1
2025-02-01,B DIVISION,B,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,8
2025-02-01,B DIVISION,B,1,Operating Conditions,Other Operating Environment,135
2025-02-01,B DIVISION,B,1,Planned ROW Work,Capital Work - Other Planned ROW,4
2025-02-01,B DIVISION,B,1,Planned ROW Work,Subways Maintenance,165
2025-02-01,B DIVISION,B,1,Planned ROW Work,Work Equipment,24
2025-02-01,B DIVISION,B,1,Police & Medical,Persons on Roadbed,12
2025-02-01,B DIVISION,B,1,Police & Medical,"Public Conduct, Crime, Police Response",235
2025-02-01,B DIVISION,B,1,Police & Medical,Sick/Injured Customer,49
2025-02-01,B DIVISION,C,1,Crew Availability,Crew Availability,55
2025-02-01,B DIVISION,C,1,External Factors,External Debris on Roadbed,10
2025-02-01,B DIVISION,C,1,External Factors,Inclement Weather,1
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Braking,32
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Door-Related,14
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,"Fire, Smoke, Debris",19
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Other - CE,63
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Other - Sig,130
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Other Infrastructure,6
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Other Internal Disruptions,1
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Propulsion,4
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Rail and Roadbed,96
2025-02-01,B DIVISION,C,1,Infrastructure & Equipment,Service Delivery,52
2025-02-01,B DIVISION,C,1,Operating Conditions,Other Operating Environment,127
2025-02-01,B DIVISION,C,1,Planned ROW Work,Capital Work - Other Planned ROW,64
2025-02-01,B DIVISION,C,1,Planned ROW Work,Subways Maintenance,87
