month,division,line,day_type,reporting_category,subcategory,delays
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,Other Internal Disruptions,2
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,Propulsion,5
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,Service Delivery,13
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,Signal Modernization Capital Project,3
2025-02-01,B DIVISION,R,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,17
2025-02-01,B DIVISION,R,2,Operating Conditions,Other Operating Environment,11
2025-02-01,B DIVISION,R,2,Planned ROW Work,Capital Work - Other Planned ROW,2
2025-02-01,B DIVISION,R,2,Planned ROW Work,Subways Maintenance,57
2025-02-01,B DIVISION,R,2,Planned ROW Work,Work Equipment,6
2025-02-01,B DIVISION,R,2,Police & Medical,Persons on Roadbed,48
2025-02-01,B DIVISION,R,2,Police & Medical,"Public Conduct, Crime, Police Response",39
2025-02-01,B DIVISION,R,2,Police & Medical,Sick/Injured Customer,8
2025-02-01,B DIVISION,S Fkln,1,Infrastructure & Equipment,Braking,3
2025-02-01,B DIVISION,S Fkln,1,Planned ROW Work,Work Equipment,6
2025-02-01,B DIVISION,S Fkln,1,Police & Medical,"Public Conduct, Crime, Police Response",2
2025-02-01,B DIVISION,S Fkln,1,Police & Medical,Sick/Injured Customer,6
2025-02-01,B DIVISION,S Fkln,2,Planned ROW Work,Work Equipment,2
2025-02-01,B DIVISION,S Fkln,2,Police & Medical,"Public Conduct, Crime, Police Response",3
2025-02-01,B DIVISION,S Rock,1,External Factors,External Agency or Utility,6
2025-02-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - CE,3
2025-02-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Other - Sig,2
2025-02-01,B DIVISION,S Rock,1,Infrastructure & Equipment,Service Delivery,1
2025-02-01,B DIVISION,S Rock,1,Operating Conditions,Other Operating Environment,1
2025-02-01,B DIVISION,S Rock,1,Police & Medical,"Public Conduct, Crime, Police Response",1
2025-02-01,B DIVISION,S Rock,2,External Factors,External Agency or Utility,1
2025-02-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Other - Sig,1
2025-02-01,B DIVISION,S Rock,2,Infrastructure & Equipment,Propulsion,1
2025-02-01,B DIVISION,S Rock,2,Planned ROW Work,Subways Maintenance,1
2025-02-01,B DIVISION,S Rock,2,Police & Medical,"Public Conduct, Crime, Police Response",18
2025-03-01,A DIVISION,1,1,Crew Availability,Crew Availability,94
2025-03-01,A DIVISION,1,1,External Factors,External Debris on Roadbed,70
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Braking,14
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Door-Related,45
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,"Fire, Smoke, Debris",26
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Other - CE,63
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Other - Sig,194
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Other Infrastructure,21
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Other Internal Disruptions,1
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Rail and Roadbed,40
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Service Delivery,71
2025-03-01,A DIVISION,1,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,2
2025-03-01,A DIVISION,1,1,Operating Conditions,Other Operating Environment,126
2025-03-01,A DIVISION,1,1,Operating Conditions,Service Management,3
2025-03-01,A DIVISION,1,1,Planned ROW Work,Capital Work - Other Planned ROW,173
2025-03-01,A DIVISION,1,1,Planned ROW Work,Subways Maintenance,339
2025-03-01,A DIVISION,1,1,Planned ROW Work,Work Equipment,32
2025-03-01,A DIVISION,1,1,Police & Medical,Persons on Roadbed,262
2025-03-01,A DIVISION,1,1,Police & Medical,"Public Conduct, Crime, Police Response",336
2025-03-01,A DIVISION,1,1,Police & Medical,Sick/Injured Customer,87
2025-03-01,A DIVISION,1,2,Crew Availability,Crew Availability,12
2025-03-01,A DIVISION,1,2,Infrastructure & Equipment,Braking,1
2025-03-01,A DIVISION,1,2,Infrastructure & Equipment,Door-Related,8
2025-03-01,A DIVISION,1,2,Infrastructure & Equipment,Other - CE,1
2025-03-01,A DIVISION,1,2,Infrastructure & Equipment,Other - Sig,41
2025-03-01,A DIVISION,1,2,Infrastructure & Equipment,Other Internal Disruptions,2
2025-03-01,A DIVISION,1,2,Infrastructure & Equipment,Rail and Roadbed,15
2025-03-01,A DIVISION,1,2,Infrastructure & Equipment,Service Delivery,23
2025-03-01,A DIVISION,1,2,Operating Conditions,Other Operating Environment,11
2025-03-01,A DIVISION,1,2,Planned ROW Work,Capital Work - Other Planned ROW,20
2025-03-01,A DIVISION,1,2,Planned ROW Work,Insufficient Supplement Schedule,1
2025-03-01,A DIVISION,1,2,Planned ROW Work,Subways Maintenance,149
2025-03-01,A DIVISION,1,2,Planned ROW Work,Work Equipment,4
2025-03-01,A DIVISION,1,2,Police & Medical,"Public Conduct, Crime, Police Response",76
2025-03-01,A DIVISION,1,2,Police & Medical,Sick/Injured Customer,7
2025-03-01,A DIVISION,2,1,Crew Availability,Crew Availability,80
2025-03-01,A DIVISION,2,1,External Factors,External Debris on Roadbed,3
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Braking,41
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Door-Related,4
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,"Fire, Smoke, Debris",32
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Other - CE,19
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Other - Sig,266
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Other Infrastructure,45
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Other Internal Disruptions,13
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Propulsion,4
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Rail and Roadbed,112
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Service Delivery,62
2025-03-01,A DIVISION,2,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2025-03-01,A DIVISION,2,1,Operating Conditions,Other Operating Environment,130
2025-03-01,A DIVISION,2,1,Planned ROW Work,Capital Work - Other Planned ROW,11
2025-03-01,A DIVISION,2,1,Planned ROW Work,Subways Maintenance,484
2025-03-01,A DIVISION,2,1,Planned ROW Work,Work Equipment,28
2025-03-01,A DIVISION,2,1,Police & Medical,Persons on Roadbed,208
2025-03-01,A DIVISION,2,1,Police & Medical,"Public Conduct, Crime, Police Response",341
2025-03-01,A DIVISION,2,1,Police & Medical,Sick/Injured Customer,94
2025-03-01,A DIVISION,2,2,Crew Availability,Crew Availability,26
2025-03-01,A DIVISION,2,2,External Factors,External Debris on Roadbed,17
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Braking,1
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Door-Related,10
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Other - CE,2
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Other - Sig,29
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Other Infrastructure,32
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Other Internal Disruptions,3
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Rail and Roadbed,5
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Service Delivery,19
2025-03-01,A DIVISION,2,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,18
2025-03-01,A DIVISION,2,2,Operating Conditions,Other Operating Environment,130
2025-03-01,A DIVISION,2,2,Planned ROW Work,Capital Work - Other Planned ROW,9
2025-03-01,A DIVISION,2,2,Planned ROW Work,Subways Maintenance,196
2025-03-01,A DIVISION,2,2,Planned ROW Work,Work Equipment,2
2025-03-01,A DIVISION,2,2,Police & Medical,Persons on Roadbed,4
2025-03-01,A DIVISION,2,2,Police & Medical,"Public Conduct, Crime, Police Response",149
2025-03-01,A DIVISION,2,2,Police & Medical,Sick/Injured Customer,20
2025-03-01,A DIVISION,3,1,Crew Availability,Crew Availability,45
2025-03-01,A DIVISION,3,1,External Factors,External Debris on Roadbed,3
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Braking,30
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Door-Related,3
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,"Fire, Smoke, Debris",9
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Other - CE,12
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Other - Sig,96
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Other Infrastructure,55
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Other Internal Disruptions,6
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Propulsion,12
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Rail and Roadbed,79
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Service Delivery,32
2025-03-01,A DIVISION,3,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2025-03-01,A DIVISION,3,1,Operating Conditions,Other Operating Environment,60
2025-03-01,A DIVISION,3,1,Planned ROW Work,Capital Work - Other Planned ROW,52
2025-03-01,A DIVISION,3,1,Planned ROW Work,Subways Maintenance,131
2025-03-01,A DIVISION,3,1,Planned ROW Work,Work Equipment,47
2025-03-01,A DIVISION,3,1,Police & Medical,Persons on Roadbed,172
2025-03-01,A DIVISION,3,1,Police & Medical,"Public Conduct, Crime, Police Response",168
2025-03-01,A DIVISION,3,1,Police & Medical,Sick/Injured Customer,78
2025-03-01,A DIVISION,3,2,Crew Availability,Crew Availability,23
2025-03-01,A DIVISION,3,2,External Factors,External Debris on Roadbed,39
2025-03-01,A DIVISION,3,2,Infrastructure & Equipment,Door-Related,9
2025-03-01,A DIVISION,3,2,Infrastructure & Equipment,Other - Sig,28
2025-03-01,A DIVISION,3,2,Infrastructure & Equipment,Other Infrastructure,2
2025-03-01,A DIVISION,3,2,Infrastructure & Equipment,Rail and Roadbed,9
2025-03-01,A DIVISION,3,2,Infrastructure & Equipment,Service Delivery,12
2025-03-01,A DIVISION,3,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2025-03-01,A DIVISION,3,2,Operating Conditions,Other Operating Environment,48
2025-03-01,A DIVISION,3,2,Planned ROW Work,Capital Work - Other Planned ROW,3
2025-03-01,A DIVISION,3,2,Planned ROW Work,Subways Maintenance,339
2025-03-01,A DIVISION,3,2,Planned ROW Work,Work Equipment,3
2025-03-01,A DIVISION,3,2,Police & Medical,Persons on Roadbed,7
2025-03-01,A DIVISION,3,2,Police & Medical,"Public Conduct, Crime, Police Response",93
2025-03-01,A DIVISION,3,2,Police & Medical,Sick/Injured Customer,11
2025-03-01,A DIVISION,4,1,Crew Availability,Crew Availability,68
2025-03-01,A DIVISION,4,1,External Factors,External Debris on Roadbed,5
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Braking,17
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Door-Related,4
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,"Fire, Smoke, Debris",20
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Other - CE,11
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Other - Sig,149
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Other Infrastructure,75
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Other Internal Disruptions,5
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Propulsion,6
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Rail and Roadbed,53
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Service Delivery,22
2025-03-01,A DIVISION,4,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,11
2025-03-01,A DIVISION,4,1,Operating Conditions,Other Operating Environment,25
2025-03-01,A DIVISION,4,1,Planned ROW Work,Capital Work - Other Planned ROW,13
2025-03-01,A DIVISION,4,1,Planned ROW Work,Subways Maintenance,105
2025-03-01,A DIVISION,4,1,Planned ROW Work,Work Equipment,37
2025-03-01,A DIVISION,4,1,Police & Medical,Persons on Roadbed,226
2025-03-01,A DIVISION,4,1,Police & Medical,"Public Conduct, Crime, Police Response",222
2025-03-01,A DIVISION,4,1,Police & Medical,Sick/Injured Customer,90
2025-03-01,A DIVISION,4,2,Crew Availability,Crew Availability,8
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,Braking,9
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,Door-Related,6
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,"Fire, Smoke, Debris",6
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,Other - CE,2
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,Other - Sig,26
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,Other Infrastructure,5
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,Rail and Roadbed,20
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,Service Delivery,24
2025-03-01,A DIVISION,4,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,21
2025-03-01,A DIVISION,4,2,Operating Conditions,Other Operating Environment,92
2025-03-01,A DIVISION,4,2,Planned ROW Work,Capital Work - Other Planned ROW,3
2025-03-01,A DIVISION,4,2,Planned ROW Work,Subways Maintenance,26
2025-03-01,A DIVISION,4,2,Planned ROW Work,Work Equipment,12
2025-03-01,A DIVISION,4,2,Police & Medical,Persons on Roadbed,4
2025-03-01,A DIVISION,4,2,Police & Medical,"Public Conduct, Crime, Police Response",106
2025-03-01,A DIVISION,4,2,Police & Medical,Sick/Injured Customer,13
2025-03-01,A DIVISION,5,1,Crew Availability,Crew Availability,27
2025-03-01,A DIVISION,5,1,External Factors,External Debris on Roadbed,5
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Braking,14
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Door-Related,4
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,"Fire, Smoke, Debris",65
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Other - CE,6
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Other - Sig,232
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Other Infrastructure,62
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Other Internal Disruptions,1
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Propulsion,11
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Rail and Roadbed,36
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Service Delivery,24
2025-03-01,A DIVISION,5,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2025-03-01,A DIVISION,5,1,Operating Conditions,Other Operating Environment,68
2025-03-01,A DIVISION,5,1,Planned ROW Work,Capital Work - Other Planned ROW,10
2025-03-01,A DIVISION,5,1,Planned ROW Work,Subways Maintenance,100
2025-03-01,A DIVISION,5,1,Planned ROW Work,Work Equipment,40
2025-03-01,A DIVISION,5,1,Police & Medical,Persons on Roadbed,189
2025-03-01,A DIVISION,5,1,Police & Medical,"Public Conduct, Crime, Police Response",382
2025-03-01,A DIVISION,5,1,Police & Medical,Sick/Injured Customer,104
2025-03-01,A DIVISION,5,2,Crew Availability,Crew Availability,9
2025-03-01,A DIVISION,5,2,Infrastructure & Equipment,Braking,4
2025-03-01,A DIVISION,5,2,Infrastructure & Equipment,Door-Related,1
2025-03-01,A DIVISION,5,2,Infrastructure & Equipment,"Fire, Smoke, Debris",3
2025-03-01,A DIVISION,5,2,Infrastructure & Equipment,Other - Sig,18
2025-03-01,A DIVISION,5,2,Infrastructure & Equipment,Rail and Roadbed,17
2025-03-01,A DIVISION,5,2,Infrastructure & Equipment,Service Delivery,17
2025-03-01,A DIVISION,5,2,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2025-03-01,A DIVISION,5,2,Operating Conditions,Other Operating Environment,66
2025-03-01,A DIVISION,5,2,Planned ROW Work,Capital Work - Other Planned ROW,6
2025-03-01,A DIVISION,5,2,Planned ROW Work,Subways Maintenance,45
2025-03-01,A DIVISION,5,2,Planned ROW Work,Work Equipment,3
2025-03-01,A DIVISION,5,2,Police & Medical,"Public Conduct, Crime, Police Response",88
2025-03-01,A DIVISION,5,2,Police & Medical,Sick/Injured Customer,9
2025-03-01,A DIVISION,6,1,Crew Availability,Crew Availability,85
2025-03-01,A DIVISION,6,1,External Factors,External Debris on Roadbed,5
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Braking,49
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Door-Related,71
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,"Fire, Smoke, Debris",52
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Other - CE,18
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Other - Sig,78
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Other Infrastructure,65
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Other Internal Disruptions,18
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Propulsion,20
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Rail and Roadbed,69
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Service Delivery,44
2025-03-01,A DIVISION,6,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,11
2025-03-01,A DIVISION,6,1,Operating Conditions,Other Operating Environment,154
2025-03-01,A DIVISION,6,1,Operating Conditions,Service Management,127
2025-03-01,A DIVISION,6,1,Planned ROW Work,Capital Work - Other Planned ROW,50
2025-03-01,A DIVISION,6,1,Planned ROW Work,Subways Maintenance,276
2025-03-01,A DIVISION,6,1,Planned ROW Work,Work Equipment,54
2025-03-01,A DIVISION,6,1,Police & Medical,Persons on Roadbed,250
2025-03-01,A DIVISION,6,1,Police & Medical,"Public Conduct, Crime, Police Response",366
2025-03-01,A DIVISION,6,1,Police & Medical,Sick/Injured Customer,123
2025-03-01,A DIVISION,6,2,Crew Availability,Crew Availability,15
2025-03-01,A DIVISION,6,2,External Factors,External Debris on Roadbed,1
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Braking,54
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Door-Related,1
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,"Fire, Smoke, Debris",1
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Other - CE,1
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Other - Sig,18
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Other Infrastructure,2
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Other Internal Disruptions,12
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Propulsion,4
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Rail and Roadbed,19
2025-03-01,A DIVISION,6,2,Infrastructure & Equipment,Service Delivery,13
2025-03-01,A DIVISION,6,2,Operating Conditions,Other Operating Environment,31
2025-03-01,A DIVISION,6,2,Planned ROW Work,Capital Work - Other Planned ROW,39
2025-03-01,A DIVISION,6,2,Planned ROW Work,Subways Maintenance,86
2025-03-01,A DIVISION,6,2,Planned ROW Work,Work Equipment,6
2025-03-01,A DIVISION,6,2,Police & Medical,Persons on Roadbed,18
2025-03-01,A DIVISION,6,2,Police & Medical,"Public Conduct, Crime, Police Response",90
2025-03-01,A DIVISION,6,2,Police & Medical,Sick/Injured Customer,19
2025-03-01,A DIVISION,7,1,Crew Availability,Crew Availability,129
2025-03-01,A DIVISION,7,1,External Factors,Inclement Weather,8
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Braking,16
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Door-Related,2
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,"Fire, Smoke, Debris",45
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Other - CE,38
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Other - Sig,62
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Other Infrastructure,26
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Other Internal Disruptions,52
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Propulsion,7
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Rail and Roadbed,70
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Service Delivery,131
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Signal Modernization Capital Project,27
2025-03-01,A DIVISION,7,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,41
2025-03-01,A DIVISION,7,1,Operating Conditions,Other Operating Environment,53
2025-03-01,A DIVISION,7,1,Planned ROW Work,Capital Work - Other Planned ROW,11
2025-03-01,A DIVISION,7,1,Planned ROW Work,Subways Maintenance,190
2025-03-01,A DIVISION,7,1,Planned ROW Work,Work Equipment,21
2025-03-01,A DIVISION,7,1,Police & Medical,Persons on Roadbed,212
2025-03-01,A DIVISION,7,1,Police & Medical,"Public Conduct, Crime, Police Response",216
2025-03-01,A DIVISION,7,1,Police & Medical,Sick/Injured Customer,50
2025-03-01,A DIVISION,7,2,Crew Availability,Crew Availability,14
2025-03-01,A DIVISION,7,2,Infrastructure & Equipment,"Fire, Smoke, Debris",12
2025-03-01,A DIVISION,7,2,Infrastructure & Equipment,Other - Sig,12
2025-03-01,A DIVISION,7,2,Infrastructure & Equipment,Other Infrastructure,7
2025-03-01,A DIVISION,7,2,Infrastructure & Equipment,Other Internal Disruptions,2
2025-03-01,A DIVISION,7,2,Infrastructure & Equipment,Rail and Roadbed,1
2025-03-01,A DIVISION,7,2,Infrastructure & Equipment,Service Delivery,2
2025-03-01,A DIVISION,7,2,Operating Conditions,Other Operating Environment,4
2025-03-01,A DIVISION,7,2,Planned ROW Work,Capital Work - Other Planned ROW,14
2025-03-01,A DIVISION,7,2,Planned ROW Work,Subways Maintenance,34
2025-03-01,A DIVISION,7,2,Planned ROW Work,Work Equipment,3
2025-03-01,A DIVISION,7,2,Police & Medical,Persons on Roadbed,11
2025-03-01,A DIVISION,7,2,Police & Medical,"Public Conduct, Crime, Police Response",13
2025-03-01,A DIVISION,7,2,Police & Medical,Sick/Injured Customer,4
2025-03-01,A DIVISION,GS,1,Police & Medical,"Public Conduct, Crime, Police Response",12
2025-03-01,A DIVISION,GS,1,Police & Medical,Sick/Injured Customer,2
2025-03-01,A DIVISION,GS,2,Infrastructure & Equipment,Service Delivery,2
2025-03-01,A DIVISION,GS,2,Police & Medical,"Public Conduct, Crime, Police Response",4
2025-03-01,B DIVISION,A,1,Crew Availability,Crew Availability,55
2025-03-01,B DIVISION,A,1,External Factors,External Debris on Roadbed,1
2025-03-01,B DIVISION,A,1,External Factors,Inclement Weather,4
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Braking,3
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Door-Related,13
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,"Fire, Smoke, Debris",46
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Other - CE,39
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Other - Sig,191
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Other Infrastructure,12
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Other Internal Disruptions,3
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Propulsion,1
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Rail and Roadbed,23
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Service Delivery,29
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Signal Modernization Capital Project,5
2025-03-01,B DIVISION,A,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,7
2025-03-01,B DIVISION,A,1,Operating Conditions,Other Operating Environment,51
2025-03-01,B DIVISION,A,1,Planned ROW Work,Capital Work - Other Planned ROW,10
2025-03-01,B DIVISION,A,1,Planned ROW Work,Subways Maintenance,381
2025-03-01,B DIVISION,A,1,Planned ROW Work,Work Equipment,60
2025-03-01,B DIVISION,A,1,Police & Medical,Persons on Roadbed,7
2025-03-01,B DIVISION,A,1,Police & Medical,"Public Conduct, Crime, Police Response",138
2025-03-01,B DIVISION,A,1,Police & Medical,Sick/Injured Customer,35
2025-03-01,B DIVISION,A,2,Crew Availability,Crew Availability,26
2025-03-01,B DIVISION,A,2,External Factors,External Debris on Roadbed,2
2025-03-01,B DIVISION,A,2,Infrastructure & Equipment,Braking,4
2025-03-01,B DIVISION,A,2,Infrastructure & Equipment,Door-Related,1
2025-03-01,B DIVISION,A,2,Infrastructure & Equipment,Other - CE,2
2025-03-01,B DIVISION,A,2,Infrastructure & Equipment,Other - Sig,70
2025-03-01,B DIVISION,A,2,Infrastructure & Equipment,Other Infrastructure,5
2025-03-01,B DIVISION,A,2,Infrastructure & Equipment,Rail and Roadbed,5
2025-03-01,B DIVISION,A,2,Infrastructure & Equipment,Service Delivery,29
2025-03-01,B DIVISION,A,2,Infrastructure & Equipment,Signal Modernization Capital Project,1
2025-03-01,B DIVISION,A,2,Operating Conditions,Other Operating Environment,5
2025-03-01,B DIVISION,A,2,Planned ROW Work,Capital Work - Other Planned ROW,91
2025-03-01,B DIVISION,A,2,Planned ROW Work,Subways Maintenance,127
2025-03-01,B DIVISION,A,2,Planned ROW Work,Work Equipment,6
2025-03-01,B DIVISION,A,2,Police & Medical,Persons on Roadbed,48
2025-03-01,B DIVISION,A,2,Police & Medical,"Public Conduct, Crime, Police Response",73
2025-03-01,B DIVISION,A,2,Police & Medical,Sick/Injured Customer,7
2025-03-01,B DIVISION,B,1,Crew Availability,Crew Availability,80
2025-03-01,B DIVISION,B,1,External Factors,External Agency or Utility,40
2025-03-01,B DIVISION,B,1,External Factors,External Debris on Roadbed,12
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,Braking,21
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,Door-Related,45
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,"Fire, Smoke, Debris",41
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,Other - CE,247
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,Other - Sig,70
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,Other Internal Disruptions,2
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,Rail and Roadbed,25
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,Service Delivery,39
2025-03-01,B DIVISION,B,1,Infrastructure & Equipment,Train Brake Activation - Cause Unknown,3
2025-03-01,B DIVISION,B,1,Operating Conditions,Other Operating Environment,99
2025-03-01,B DIVISION,B,1,Planned ROW Work,Capital Work - Other Planned ROW,4
2025-03-01,B DIVISION,B,1,Planned ROW Work,Subways Maintenance,111
2025-03-01,B DIVISION,B,1,Planned ROW Work,Work Equipment,34
2025-03-01,B DIVISION,B,1,Police & Medical,Persons on Roadbed,32
2025-03-01,B DIVISION,B,1,Police & Medical,"Public Conduct, Crime, Police Response",189
2025-03-01,B DIVISION,B,1,Police & Medical,Sick/Injured Customer,48
2025-03-01,B DIVISION,C,1,Crew Availability,Crew Availability,49
2025-03-01,B DIVISION,C,1,External Factors,External Debris on Roadbed,9
2025-03-01,B DIVISION,C,1,External Factors,Inclement Weather,3
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Braking,17
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,Door-Related,32
2025-03-01,B DIVISION,C,1,Infrastructure & Equipment,"Fire, Smoke, Debris",33
