month,division,line,day_type,period,num_timepoints_passing_wait _assessment,num_sched_timepoints,wait assessment
2016-05-01,A DIVISION,5,2,peak,1541,2023,76.173999
2016-05-01,A DIVISION,6,1,offpeak,20379,28249,72.1406067
2016-05-01,A DIVISION,6,1,peak,13596,20685,65.728789
2016-05-01,A DIVISION,6,2,offpeak,5690,6633,85.7832052
2016-05-01,A DIVISION,6,2,peak,2970,3473,85.5168442
2016-05-01,A DIVISION,7,1,offpeak,14711,18828,78.1336308
2016-05-01,A DIVISION,7,1,peak,10787,15704,68.6895059
2016-05-01,A DIVISION,7,2,offpeak,4503,5437,82.8214089
2016-05-01,A DIVISION,7,2,peak,2653,3314,80.054315
2016-05-01,A DIVISION,S 42nd,1,offpeak,5467,5942,92.0060586
2016-05-01,A DIVISION,S 42nd,1,peak,5331,6107,87.29327
2016-05-01,A DIVISION,S 42nd,2,offpeak,1048,1054,99.43074
2016-05-01,A DIVISION,S 42nd,2,peak,601,604,99.5033113
2016-05-01,B DIVISION,A,1,offpeak,14208,19122,74.3018513
2016-05-01,B DIVISION,A,1,peak,10149,14690,69.0878148
2016-05-01,B DIVISION,A,2,offpeak,4161,5786,71.9149672
2016-05-01,B DIVISION,A,2,peak,2226,3055,72.8641571
2016-05-01,B DIVISION,B,1,offpeak,8167,9899,82.5032832
2016-05-01,B DIVISION,B,1,peak,6253,8201,76.2467992
2016-05-01,B DIVISION,C,1,offpeak,9091,11453,79.3765826
2016-05-01,B DIVISION,C,1,peak,5600,7466,75.006697
2016-05-01,B DIVISION,C,2,offpeak,2427,3149,77.0720864
2016-05-01,B DIVISION,C,2,peak,1328,1732,76.6743649
2016-05-01,B DIVISION,D,1,offpeak,11557,14032,82.3617446
2016-05-01,B DIVISION,D,1,peak,7321,9233,79.2916712
2016-05-01,B DIVISION,D,2,offpeak,3275,4042,81.0242454
2016-05-01,B DIVISION,D,2,peak,1753,2072,84.6042471
2016-05-01,B DIVISION,E,1,offpeak,11171,14450,77.3079585
2016-05-01,B DIVISION,E,1,peak,7938,11129,71.3271633
2016-05-01,B DIVISION,E,2,offpeak,2060,2403,85.7261756
2016-05-01,B DIVISION,E,2,peak,1024,1214,84.3492586
2016-05-01,B DIVISION,F,1,offpeak,20059,26573,75.486396
2016-05-01,B DIVISION,F,1,peak,14410,19856,72.5725222
2016-05-01,B DIVISION,F,2,offpeak,3958,5376,73.6235119
2016-05-01,B DIVISION,F,2,peak,2070,2704,76.5532544
2016-05-01,B DIVISION,G,1,offpeak,9156,10903,83.9768871
2016-05-01,B DIVISION,G,1,peak,5421,6738,80.4541407
2016-05-01,B DIVISION,G,2,offpeak,2337,2506,93.2561852
2016-05-01,B DIVISION,G,2,peak,1204,1305,92.2605364
2016-05-01,B DIVISION,JZ,1,offpeak,8779,10915,80.4306001
2016-05-01,B DIVISION,JZ,1,peak,6110,8149,74.978525
2016-05-01,B DIVISION,JZ,2,offpeak,3565,4212,84.6391263
2016-05-01,B DIVISION,JZ,2,peak,2015,2284,88.2224168
2016-05-01,B DIVISION,L,1,offpeak,16969,20948,81.0053466
2016-05-01,B DIVISION,L,1,peak,11017,14424,76.379645
2016-05-01,B DIVISION,L,2,offpeak,6744,8655,77.9202773
2016-05-01,B DIVISION,L,2,peak,3491,4355,80.1607348
2016-05-01,B DIVISION,M,1,offpeak,10854,13422,80.8672329
2016-05-01,B DIVISION,M,1,peak,7625,10096,75.5249604
2016-05-01,B DIVISION,M,2,offpeak,1784,1892,94.2917548
2016-05-01,B DIVISION,M,2,peak,934,988,94.534413
2016-05-01,B DIVISION,N,1,offpeak,13618,17189,79.2250858
2016-05-01,B DIVISION,N,1,peak,7563,10122,74.7184351
2016-05-01,B DIVISION,N,2,offpeak,5154,6100,84.4918033
2016-05-01,B DIVISION,N,2,peak,2659,3081,86.3031483
2016-05-01,B DIVISION,Q,1,offpeak,10319,12921,79.8622398
2016-05-01,B DIVISION,Q,1,peak,6449,8401,76.7646709
2016-05-01,B DIVISION,Q,2,offpeak,2968,3511,84.5343207
2016-05-01,B DIVISION,Q,2,peak,1539,1783,86.3151991
2016-05-01,B DIVISION,R,1,offpeak,12839,16342,78.5644352
2016-05-01,B DIVISION,R,1,peak,8458,11464,73.7787858
2016-05-01,B DIVISION,R,2,offpeak,3937,5096,77.2566719
2016-05-01,B DIVISION,R,2,peak,2169,2711,80.0073774
2016-05-01,B DIVISION,S Fkln,1,offpeak,1494,1522,98.1603154
2016-05-01,B DIVISION,S Fkln,1,peak,879,880,99.8863636
2016-05-01,B DIVISION,S Fkln,2,offpeak,513,531,96.6101695
2016-05-01,B DIVISION,S Fkln,2,peak,284,286,99.3006993
2016-05-01,B DIVISION,S Rock,1,offpeak,1749,1823,95.940757
2016-05-01,B DIVISION,S Rock,1,peak,874,918,95.2069717
2016-05-01,B DIVISION,S Rock,2,offpeak,607,622,97.5884244
2016-05-01,B DIVISION,S Rock,2,peak,324,327,99.0825688
2016-06-01,A DIVISION,1,1,offpeak,21117,26955,78.3416806
2016-06-01,A DIVISION,1,1,peak,13160,17648,74.5693563
2016-06-01,A DIVISION,1,2,offpeak,4924,5746,85.6943961
2016-06-01,A DIVISION,1,2,peak,2388,2791,85.5607309
2016-06-01,A DIVISION,2,1,offpeak,20911,29166,71.6964959
2016-06-01,A DIVISION,2,1,peak,12120,18966,63.9038279
2016-06-01,A DIVISION,2,2,offpeak,5407,7444,72.6356797
2016-06-01,A DIVISION,2,2,peak,2835,3814,74.3314106
2016-06-01,A DIVISION,3,1,offpeak,18608,24471,76.0410282
2016-06-01,A DIVISION,3,1,peak,11530,15956,72.2612184
2016-06-01,A DIVISION,3,2,offpeak,5063,6028,83.9913736
2016-06-01,A DIVISION,3,2,peak,2584,3072,84.1145833
2016-06-01,A DIVISION,4,1,offpeak,23523,32516,72.3428466
2016-06-01,A DIVISION,4,1,peak,15724,24448,64.3160995
2016-06-01,A DIVISION,4,2,offpeak,5045,6834,73.8220661
2016-06-01,A DIVISION,4,2,peak,2813,3746,75.093433
2016-06-01,A DIVISION,5,1,offpeak,17726,26108,67.8948981
2016-06-01,A DIVISION,5,1,peak,12545,20682,60.6566096
2016-06-01,A DIVISION,5,2,offpeak,2457,3547,69.2698055
2016-06-01,A DIVISION,5,2,peak,1306,1964,66.496945
2016-06-01,A DIVISION,6,1,offpeak,20950,30423,68.8623739
2016-06-01,A DIVISION,6,1,peak,14011,21985,63.7298158
2016-06-01,A DIVISION,6,2,offpeak,5151,6351,81.1053377
2016-06-01,A DIVISION,6,2,peak,2724,3371,80.8068822
2016-06-01,A DIVISION,7,1,offpeak,15715,19932,78.8430664
2016-06-01,A DIVISION,7,1,peak,11440,16566,69.0571049
2016-06-01,A DIVISION,7,2,offpeak,3923,4744,82.6939292
2016-06-01,A DIVISION,7,2,peak,2340,2935,79.7274276
2016-06-01,A DIVISION,S 42nd,1,offpeak,6395,6640,96.310241
2016-06-01,A DIVISION,S 42nd,1,peak,5583,6402,87.2071228
2016-06-01,A DIVISION,S 42nd,2,offpeak,1688,1728,97.6851852
2016-06-01,A DIVISION,S 42nd,2,peak,1014,1028,98.6381323
2016-06-01,B DIVISION,A,1,offpeak,14109,19572,72.0876763
2016-06-01,B DIVISION,A,1,peak,10045,14551,69.0330561
2016-06-01,B DIVISION,A,2,offpeak,3555,4762,74.6535069
2016-06-01,B DIVISION,A,2,peak,1868,2464,75.8116883
2016-06-01,B DIVISION,B,1,offpeak,8224,10362,79.3669176
2016-06-01,B DIVISION,B,1,peak,6318,8386,75.3398521
2016-06-01,B DIVISION,C,1,offpeak,9410,12239,76.8853665
2016-06-01,B DIVISION,C,1,peak,5655,7796,72.5371986
2016-06-01,B DIVISION,C,2,offpeak,2214,2823,78.4272051
2016-06-01,B DIVISION,C,2,peak,1262,1568,80.4846939
2016-06-01,B DIVISION,D,1,offpeak,12141,14839,81.8181818
2016-06-01,B DIVISION,D,1,peak,7457,9644,77.3226877
2016-06-01,B DIVISION,D,2,offpeak,3429,4605,74.4625407
2016-06-01,B DIVISION,D,2,peak,1679,2360,71.1440678
2016-06-01,B DIVISION,E,1,offpeak,9883,13119,75.3334858
2016-06-01,B DIVISION,E,1,peak,6390,9343,68.3934496
2016-06-01,B DIVISION,E,2,offpeak,1398,1580,88.4810127
2016-06-01,B DIVISION,E,2,peak,685,787,87.0393901
2016-06-01,B DIVISION,F,1,offpeak,19276,25861,74.5369475
2016-06-01,B DIVISION,F,1,peak,13025,18495,70.424439
2016-06-01,B DIVISION,F,2,offpeak,4230,5271,80.2504269
2016-06-01,B DIVISION,F,2,peak,2037,2630,77.4524715
2016-06-01,B DIVISION,G,1,offpeak,9638,11609,83.0217934
2016-06-01,B DIVISION,G,1,peak,5695,7220,78.8781163
2016-06-01,B DIVISION,G,2,offpeak,1428,1606,88.9165629
2016-06-01,B DIVISION,G,2,peak,738,825,89.4545455
2016-06-01,B DIVISION,JZ,1,offpeak,9711,11709,82.9362029
2016-06-01,B DIVISION,JZ,1,peak,6406,8554,74.8889408
2016-06-01,B DIVISION,JZ,2,offpeak,3213,3761,85.4294071
2016-06-01,B DIVISION,JZ,2,peak,1746,2029,86.0522425
2016-06-01,B DIVISION,L,1,offpeak,17927,23231,77.1684387
2016-06-01,B DIVISION,L,1,peak,11493,15104,76.0924258
2016-06-01,B DIVISION,L,2,offpeak,6165,7893,78.1071836
2016-06-01,B DIVISION,L,2,peak,3052,3835,79.5827901
2016-06-01,B DIVISION,M,1,offpeak,9989,12619,79.1584119
2016-06-01,B DIVISION,M,1,peak,6814,8995,75.7531962
2016-06-01,B DIVISION,M,2,offpeak,1604,1790,89.6089385
2016-06-01,B DIVISION,M,2,peak,843,952,88.5504202
2016-06-01,B DIVISION,N,1,offpeak,14454,18218,79.3391152
2016-06-01,B DIVISION,N,1,peak,8269,10736,77.021237
2016-06-01,B DIVISION,N,2,offpeak,4590,5532,82.9718004
2016-06-01,B DIVISION,N,2,peak,2336,2776,84.1498559
2016-06-01,B DIVISION,Q,1,offpeak,11227,14067,79.810905
2016-06-01,B DIVISION,Q,1,peak,6777,8623,78.5921373
2016-06-01,B DIVISION,Q,2,offpeak,2716,3127,86.8564119
2016-06-01,B DIVISION,Q,2,peak,1397,1605,87.0404984
2016-06-01,B DIVISION,R,1,offpeak,12293,15648,78.5595603
2016-06-01,B DIVISION,R,1,peak,8178,10898,75.041292
2016-06-01,B DIVISION,R,2,offpeak,3667,4452,82.3674753
2016-06-01,B DIVISION,R,2,peak,2015,2410,83.6099585
2016-06-01,B DIVISION,S Fkln,1,offpeak,1326,1370,96.7883212
2016-06-01,B DIVISION,S Fkln,1,peak,781,792,98.6111111
2016-06-01,B DIVISION,S Fkln,2,offpeak,452,477,94.7589099
2016-06-01,B DIVISION,S Fkln,2,peak,251,259,96.9111969
2016-06-01,B DIVISION,S Rock,1,offpeak,1694,1822,92.974753
2016-06-01,B DIVISION,S Rock,1,peak,849,928,91.487069
2016-06-01,B DIVISION,S Rock,2,offpeak,239,247,96.7611336
2016-06-01,B DIVISION,S Rock,2,peak,122,130,93.8461538
2016-07-01,A DIVISION,1,1,offpeak,19026,23479,81.0341156
2016-07-01,A DIVISION,1,1,peak,11498,15276,75.2683949
2016-07-01,A DIVISION,1,2,offpeak,6298,7282,86.4872288
2016-07-01,A DIVISION,1,2,peak,3203,3568,89.7701794
2016-07-01,A DIVISION,2,1,offpeak,18214,25310,71.9636507
2016-07-01,A DIVISION,2,1,peak,10473,16511,63.4304403
2016-07-01,A DIVISION,2,2,offpeak,6699,9161,73.1252047
2016-07-01,A DIVISION,2,2,peak,3587,4654,77.0734852
2016-07-01,A DIVISION,3,1,offpeak,15841,21131,74.9656902
2016-07-01,A DIVISION,3,1,peak,9931,13794,71.9950703
2016-07-01,A DIVISION,3,2,offpeak,6515,7683,84.7976051
2016-07-01,A DIVISION,3,2,peak,3400,3885,87.5160875
2016-07-01,A DIVISION,4,1,offpeak,20443,28275,72.3006189
2016-07-01,A DIVISION,4,1,peak,13497,21128,63.8820523
2016-07-01,A DIVISION,4,2,offpeak,6702,9009,74.3922744
2016-07-01,A DIVISION,4,2,peak,3588,4918,72.9564864
2016-07-01,A DIVISION,5,1,offpeak,15866,22732,69.7958825
2016-07-01,A DIVISION,5,1,peak,10766,17894,60.1654186
2016-07-01,A DIVISION,5,2,offpeak,2570,3270,78.5932722
2016-07-01,A DIVISION,5,2,peak,1453,1789,81.2185579
2016-07-01,A DIVISION,6,1,offpeak,18259,26767,68.2145926
2016-07-01,A DIVISION,6,1,peak,12110,19342,62.6098645
2016-07-01,A DIVISION,6,2,offpeak,5247,6713,78.1617757
2016-07-01,A DIVISION,6,2,peak,2788,3499,79.6799085
2016-07-01,A DIVISION,7,1,offpeak,14035,18159,77.2894983
2016-07-01,A DIVISION,7,1,peak,10431,15302,68.1675598
2016-07-01,A DIVISION,7,2,offpeak,4812,5897,81.600814
2016-07-01,A DIVISION,7,2,peak,2792,3508,79.5895097
2016-07-01,A DIVISION,S 42nd,1,offpeak,5481,5943,92.2261484
2016-07-01,A DIVISION,S 42nd,1,peak,4463,5529,80.7198408
2016-07-01,A DIVISION,S 42nd,2,offpeak,2098,2130,98.4976526
2016-07-01,A DIVISION,S 42nd,2,peak,1226,1240,98.8709677
2016-07-01,B DIVISION,A,1,offpeak,13455,18578,72.4243729
2016-07-01,B DIVISION,A,1,peak,9339,13656,68.387522
2016-07-01,B DIVISION,A,2,offpeak,4659,6483,71.8648774
2016-07-01,B DIVISION,A,2,peak,2379,3390,70.1769912
2016-07-01,B DIVISION,B,1,offpeak,7098,8818,80.4944432
2016-07-01,B DIVISION,B,1,peak,5061,6739,75.1001632
2016-07-01,B DIVISION,C,1,offpeak,7961,11035,72.1431808
2016-07-01,B DIVISION,C,1,peak,4926,7015,70.2209551
2016-07-01,B DIVISION,C,2,offpeak,2915,3657,79.7101449
2016-07-01,B DIVISION,C,2,peak,1550,2037,76.0922926
2016-07-01,B DIVISION,D,1,offpeak,10246,12883,79.5311651
2016-07-01,B DIVISION,D,1,peak,6304,8260,76.3196126
2016-07-01,B DIVISION,D,2,offpeak,4470,5512,81.095791
2016-07-01,B DIVISION,D,2,peak,2246,2766,81.2002892
2016-07-01,B DIVISION,E,1,offpeak,10578,14196,74.5139476
2016-07-01,B DIVISION,E,1,peak,7006,10145,69.0586496
2016-07-01,B DIVISION,E,2,offpeak,2813,3291,85.4755393
2016-07-01,B DIVISION,E,2,peak,1475,1663,88.6951293
2016-07-01,B DIVISION,F,1,offpeak,18441,25081,73.5257765
2016-07-01,B DIVISION,F,1,peak,12257,17721,69.1665256
2016-07-01,B DIVISION,F,2,offpeak,5887,7281,80.8542783
2016-07-01,B DIVISION,F,2,peak,2989,3640,82.1153846
2016-07-01,B DIVISION,G,1,offpeak,8849,10513,84.1719776
2016-07-01,B DIVISION,G,1,peak,5206,6536,79.6511628
2016-07-01,B DIVISION,G,2,offpeak,2769,2977,93.0131004
2016-07-01,B DIVISION,G,2,peak,1464,1556,94.0874036
2016-07-01,B DIVISION,JZ,1,offpeak,8128,10162,79.9842551
2016-07-01,B DIVISION,JZ,1,peak,5332,7352,72.5244831
2016-07-01,B DIVISION,JZ,2,offpeak,3979,4521,88.0115019
2016-07-01,B DIVISION,JZ,2,peak,2179,2447,89.0478136
2016-07-01,B DIVISION,L,1,offpeak,16975,22561,75.2404592
2016-07-01,B DIVISION,L,1,peak,10160,13717,74.0686739
2016-07-01,B DIVISION,L,2,offpeak,7500,9101,82.4085265
2016-07-01,B DIVISION,L,2,peak,3731,4578,81.4984709
2016-07-01,B DIVISION,M,1,offpeak,10776,13551,79.5218065
2016-07-01,B DIVISION,M,1,peak,6885,9467,72.7263125
2016-07-01,B DIVISION,M,2,offpeak,2233,2316,96.4162349
2016-07-01,B DIVISION,M,2,peak,1182,1239,95.3995157
2016-07-01,B DIVISION,N,1,offpeak,12449,16115,77.2510084
2016-07-01,B DIVISION,N,1,peak,6993,9559,73.1561879
2016-07-01,B DIVISION,N,2,offpeak,5633,6973,80.7830202
2016-07-01,B DIVISION,N,2,peak,2703,3399,79.5233892
2016-07-01,B DIVISION,Q,1,offpeak,10406,13359,77.895052
2016-07-01,B DIVISION,Q,1,peak,6490,8593,75.5265914
2016-07-01,B DIVISION,Q,2,offpeak,3495,3937,88.7731775
2016-07-01,B DIVISION,Q,2,peak,1788,1985,90.0755668
2016-07-01,B DIVISION,R,1,offpeak,11887,15409,77.143228
2016-07-01,B DIVISION,R,1,peak,7921,10901,72.6630584
2016-07-01,B DIVISION,R,2,offpeak,5152,6365,80.9426551
2016-07-01,B DIVISION,R,2,peak,2742,3317,82.6650588
2016-07-01,B DIVISION,S Fkln,1,offpeak,1253,1336,93.7874251
2016-07-01,B DIVISION,S Fkln,1,peak,730,774,94.3152455
2016-07-01,B DIVISION,S Fkln,2,offpeak,641,666,96.2462462
2016-07-01,B DIVISION,S Fkln,2,peak,338,365,92.6027397
2016-07-01,B DIVISION,S Rock,1,offpeak,1525,1610,94.7204969
2016-07-01,B DIVISION,S Rock,1,peak,789,819,96.3369963
2016-07-01,B DIVISION,S Rock,2,offpeak,432,460,93.9130435
2016-07-01,B DIVISION,S Rock,2,peak,225,251,89.6414343
2016-08-01,A DIVISION,1,1,offpeak,22741,28427,79.9978893
2016-08-01,A DIVISION,1,1,peak,13780,18492,74.5187108
2016-08-01,A DIVISION,1,2,offpeak,4261,5706,74.6757799
2016-08-01,A DIVISION,1,2,peak,2215,2765,80.1084991
2016-08-01,A DIVISION,2,1,offpeak,19262,26603,72.4053678
2016-08-01,A DIVISION,2,1,peak,11215,17380,64.5281933
2016-08-01,A DIVISION,2,2,offpeak,4151,5482,75.7205399
2016-08-01,A DIVISION,2,2,peak,2173,2790,77.8853047
2016-08-01,A DIVISION,3,1,offpeak,18909,25529,74.0687062
2016-08-01,A DIVISION,3,1,peak,11878,16698,71.1342676
2016-08-01,A DIVISION,3,2,offpeak,3983,4517,88.1779942
2016-08-01,A DIVISION,3,2,peak,2057,2332,88.2075472
2016-08-01,A DIVISION,4,1,offpeak,25645,34222,74.9371749
2016-08-01,A DIVISION,4,1,peak,16591,25576,64.8694088
2016-08-01,A DIVISION,4,2,offpeak,5996,8639,69.4061813
2016-08-01,A DIVISION,4,2,peak,3332,4720,70.5932203
2016-08-01,A DIVISION,5,1,offpeak,19084,27591,69.1674821
2016-08-01,A DIVISION,5,1,peak,13268,21663,61.247288
2016-08-01,A DIVISION,5,2,offpeak,1873,2433,76.9831484
2016-08-01,A DIVISION,5,2,peak,1002,1292,77.5541796
2016-08-01,A DIVISION,6,1,offpeak,21278,31694,67.1357355
2016-08-01,A DIVISION,6,1,peak,15029,22774,65.9919206
2016-08-01,A DIVISION,6,2,offpeak,5173,6264,82.583014
2016-08-01,A DIVISION,6,2,peak,2841,3304,85.9866828
2016-08-01,A DIVISION,7,1,offpeak,16327,20813,78.4461635
2016-08-01,A DIVISION,7,1,peak,12225,17627,69.3538322
2016-08-01,A DIVISION,7,2,offpeak,4185,5114,81.8341807
2016-08-01,A DIVISION,7,2,peak,2562,3256,78.6855037
2016-08-01,A DIVISION,S 42nd,1,offpeak,6884,7191,95.7307746
2016-08-01,A DIVISION,S 42nd,1,peak,5782,6693,86.3887644
2016-08-01,A DIVISION,S 42nd,2,offpeak,1692,1705,99.2375367
2016-08-01,A DIVISION,S 42nd,2,peak,955,992,96.2701613
2016-08-01,B DIVISION,A,1,offpeak,15971,21928,72.8338198
2016-08-01,B DIVISION,A,1,peak,10919,15856,68.8635217
2016-08-01,B DIVISION,A,2,offpeak,4269,5747,74.2822342
2016-08-01,B DIVISION,A,2,peak,2276,3052,74.5740498
2016-08-01,B DIVISION,B,1,offpeak,8704,10932,79.6194658
2016-08-01,B DIVISION,B,1,peak,6512,8835,73.7068478
2016-08-01,B DIVISION,C,1,offpeak,9913,13334,74.3437828
2016-08-01,B DIVISION,C,1,peak,5942,8239,72.120403
2016-08-01,B DIVISION,C,2,offpeak,2673,3556,75.1687289
2016-08-01,B DIVISION,C,2,peak,1441,2009,71.7272275
2016-08-01,B DIVISION,D,1,offpeak,12581,15624,80.5235535
2016-08-01,B DIVISION,D,1,peak,7600,10003,75.9772068
2016-08-01,B DIVISION,D,2,offpeak,3562,4168,85.4606526
2016-08-01,B DIVISION,D,2,peak,1761,2130,82.6760563
2016-08-01,B DIVISION,E,1,offpeak,13287,17800,74.6460674
2016-08-01,B DIVISION,E,1,peak,8558,12150,70.436214
2016-08-01,B DIVISION,E,2,offpeak,2270,2673,84.9233071
2016-08-01,B DIVISION,E,2,peak,1180,1367,86.3204097
2016-08-01,B DIVISION,F,1,offpeak,21703,28923,75.0371677
2016-08-01,B DIVISION,F,1,peak,14421,20213,71.3451739
2016-08-01,B DIVISION,F,2,offpeak,4560,5696,80.0561798
2016-08-01,B DIVISION,F,2,peak,2310,2879,80.2361931
2016-08-01,B DIVISION,G,1,offpeak,10454,12206,85.6464034
2016-08-01,B DIVISION,G,1,peak,6273,7687,81.6053077
2016-08-01,B DIVISION,G,2,offpeak,3187,3693,86.2984024
2016-08-01,B DIVISION,G,2,peak,1747,1983,88.0988401
2016-08-01,B DIVISION,JZ,1,offpeak,9665,12050,80.2074689
2016-08-01,B DIVISION,JZ,1,peak,6227,8699,71.5829406
2016-08-01,B DIVISION,JZ,2,offpeak,3301,3805,86.7542707
2016-08-01,B DIVISION,JZ,2,peak,1745,2068,84.3810445
2016-08-01,B DIVISION,L,1,offpeak,19750,25464,77.5604775
2016-08-01,B DIVISION,L,1,peak,11831,15792,74.9176798
2016-08-01,B DIVISION,L,2,offpeak,5155,6197,83.1854123
2016-08-01,B DIVISION,L,2,peak,2623,3060,85.7189542
2016-08-01,B DIVISION,M,1,offpeak,12526,16234,77.1590489
2016-08-01,B DIVISION,M,1,peak,7858,10932,71.8807172
2016-08-01,B DIVISION,M,2,offpeak,1222,1303,93.7835764
2016-08-01,B DIVISION,M,2,peak,622,656,94.8170732
2016-08-01,B DIVISION,N,1,offpeak,15265,19339,78.9337608
2016-08-01,B DIVISION,N,1,peak,8687,11417,76.0882894
2016-08-01,B DIVISION,N,2,offpeak,4545,5449,83.4098
2016-08-01,B DIVISION,N,2,peak,2325,2706,85.9201774
2016-08-01,B DIVISION,Q,1,offpeak,13338,16564,80.524028
2016-08-01,B DIVISION,Q,1,peak,8293,10793,76.8368387
2016-08-01,B DIVISION,Q,2,offpeak,2617,2896,90.3660221
2016-08-01,B DIVISION,Q,2,peak,1301,1460,89.109589
2016-08-01,B DIVISION,R,1,offpeak,14241,18357,77.5780356
2016-08-01,B DIVISION,R,1,peak,9208,12741,72.2706224
2016-08-01,B DIVISION,R,2,offpeak,4131,5039,81.9805517
2016-08-01,B DIVISION,R,2,peak,2174,2635,82.5047438
2016-08-01,B DIVISION,S Fkln,1,offpeak,1536,1581,97.1537002
2016-08-01,B DIVISION,S Fkln,1,peak,921,926,99.4600432
2016-08-01,B DIVISION,S Fkln,2,offpeak,498,500,99.6
2016-08-01,B DIVISION,S Fkln,2,peak,274,274,100
2016-08-01,B DIVISION,S Rock,1,offpeak,1767,1878,94.0894569
2016-08-01,B DIVISION,S Rock,1,peak,909,963,94.3925234
2016-08-01,B DIVISION,S Rock,2,offpeak,490,538,91.0780669
2016-08-01,B DIVISION,S Rock,2,peak,263,287,91.6376307
2016-09-01,A DIVISION,1,1,offpeak,20556,25935,79.2596877
2016-09-01,A DIVISION,1,1,peak,11638,16894,68.8883627
2016-09-01,A DIVISION,1,2,offpeak,3843,5432,70.7474227
2016-09-01,A DIVISION,1,2,peak,1902,2637,72.1274175
2016-09-01,A DIVISION,2,1,offpeak,19617,28068,69.8909791
2016-09-01,A DIVISION,2,1,peak,11075,18241,60.7148731
2016-09-01,A DIVISION,2,2,offpeak,3338,4381,76.1926501
2016-09-01,A DIVISION,2,2,peak,1661,2144,77.4720149
2016-09-01,A DIVISION,3,1,offpeak,17058,23116,73.7930438
2016-09-01,A DIVISION,3,1,peak,9661,15040,64.2353723
2016-09-01,A DIVISION,3,2,offpeak,2087,2330,89.5708155
2016-09-01,A DIVISION,3,2,peak,1015,1150,88.2608696
2016-09-01,A DIVISION,4,1,offpeak,22799,31274,72.9008122
2016-09-01,A DIVISION,4,1,peak,14593,23352,62.4914354
2016-09-01,A DIVISION,4,2,offpeak,5326,7429,71.6920178
2016-09-01,A DIVISION,4,2,peak,2870,4012,71.5353938
2016-09-01,A DIVISION,5,1,offpeak,17247,25219,68.3889131
2016-09-01,A DIVISION,5,1,peak,11361,19782,57.4309979
2016-09-01,A DIVISION,5,2,offpeak,3097,4068,76.1307768
2016-09-01,A DIVISION,5,2,peak,1666,2088,79.789272
2016-09-01,A DIVISION,6,1,offpeak,19621,29481,66.5547302
2016-09-01,A DIVISION,6,1,peak,13224,20795,63.5922097
2016-09-01,A DIVISION,6,2,offpeak,4605,5428,84.8378777
2016-09-01,A DIVISION,6,2,peak,2474,2859,86.5337531
2016-09-01,A DIVISION,7,1,offpeak,15132,18991,79.6798483
2016-09-01,A DIVISION,7,1,peak,11321,16095,70.3386145
2016-09-01,A DIVISION,7,2,offpeak,4278,5117,83.603674
2016-09-01,A DIVISION,7,2,peak,2637,3260,80.8895706
2016-09-01,A DIVISION,S 42nd,1,offpeak,6340,6572,96.4698722
2016-09-01,A DIVISION,S 42nd,1,peak,5270,6111,86.2379316
2016-09-01,A DIVISION,S 42nd,2,offpeak,1555,1706,91.1488863
2016-09-01,A DIVISION,S 42nd,2,peak,962,992,96.9758065
2016-09-01,B DIVISION,A,1,offpeak,13892,19300,71.9792746
2016-09-01,B DIVISION,A,1,peak,9564,14151,67.5853297
2016-09-01,B DIVISION,A,2,offpeak,4003,5291,75.6567757
2016-09-01,B DIVISION,A,2,peak,2086,2753,75.7718852
2016-09-01,B DIVISION,B,1,offpeak,7911,9960,79.4277108
2016-09-01,B DIVISION,B,1,peak,5935,8084,73.4166254
2016-09-01,B DIVISION,C,1,offpeak,8624,11756,73.3582851
2016-09-01,B DIVISION,C,1,peak,5109,7252,70.4495312
2016-09-01,B DIVISION,C,2,offpeak,2528,3191,79.2228142
2016-09-01,B DIVISION,C,2,peak,1410,1797,78.4641068
2016-09-01,B DIVISION,D,1,offpeak,11459,14212,80.6290459
2016-09-01,B DIVISION,D,1,peak,7121,9173,77.6300011
2016-09-01,B DIVISION,D,2,offpeak,3091,3797,81.4063735
2016-09-01,B DIVISION,D,2,peak,1571,1963,80.0305655
2016-09-01,B DIVISION,E,1,offpeak,12238,16475,74.2822458
2016-09-01,B DIVISION,E,1,peak,7845,11223,69.901096
2016-09-01,B DIVISION,E,2,offpeak,2267,2739,82.7674334
2016-09-01,B DIVISION,E,2,peak,1167,1405,83.0604982
2016-09-01,B DIVISION,F,1,offpeak,20213,27379,73.8266555
2016-09-01,B DIVISION,F,1,peak,13173,18889,69.7390015
2016-09-01,B DIVISION,F,2,offpeak,4271,5469,78.0947157
2016-09-01,B DIVISION,F,2,peak,2214,2772,79.8701299
2016-09-01,B DIVISION,G,1,offpeak,9593,11476,83.5918438
2016-09-01,B DIVISION,G,1,peak,5622,7076,79.4516676
2016-09-01,B DIVISION,G,2,offpeak,3321,3709,89.5389593
2016-09-01,B DIVISION,G,2,peak,1748,1985,88.0604534
2016-09-01,B DIVISION,JZ,1,offpeak,9260,11378,81.3851292
2016-09-01,B DIVISION,JZ,1,peak,5882,8147,72.1983552
2016-09-01,B DIVISION,JZ,2,offpeak,3092,3700,83.5675676
2016-09-01,B DIVISION,JZ,2,peak,1656,1995,83.0075188
2016-09-01,B DIVISION,L,1,offpeak,18021,23089,78.0501538
2016-09-01,B DIVISION,L,1,peak,11060,14441,76.5874939
2016-09-01,B DIVISION,L,2,offpeak,6487,8251,78.6207732
