month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment
2025-01-01,Manhattan,2,LCL/LTD,M21,Off-Peak,1097,1184,0.92652
2025-01-01,Manhattan,2,LCL/LTD,M21,Peak,431,486,0.886831
2025-01-01,Manhattan,1,LCL/LTD,M22,Off-Peak,3721,4224,0.880919
2025-01-01,Manhattan,1,LCL/LTD,M22,Peak,1867,2369,0.788096
2025-01-01,Manhattan,2,LCL/LTD,M22,Off-Peak,864,1011,0.854599
2025-01-01,Manhattan,2,LCL/LTD,M22,Peak,399,462,0.863636
2025-01-01,Manhattan,1,SBS,M23+,Off-Peak,2951,3357,0.879059
2025-01-01,Manhattan,1,SBS,M23+,Peak,1238,1536,0.80599
2025-01-01,Manhattan,2,SBS,M23+,Off-Peak,716,797,0.898369
2025-01-01,Manhattan,2,SBS,M23+,Peak,274,295,0.928814
2025-01-01,Manhattan,1,LCL/LTD,M3,Off-Peak,12256,14524,0.843845
2025-01-01,Manhattan,1,LCL/LTD,M3,Peak,5072,6656,0.762019
2025-01-01,Manhattan,2,LCL/LTD,M3,Off-Peak,2866,4062,0.705564
2025-01-01,Manhattan,2,LCL/LTD,M3,Peak,1200,1734,0.692042
2025-01-01,Manhattan,1,LCL/LTD,M31,Off-Peak,7815,9492,0.823325
2025-01-01,Manhattan,1,LCL/LTD,M31,Peak,3605,5057,0.712873
